"id","name","dbpediaResource"
"DB00654","Latanoprost","Latanoprost"
"DB00655","Estrone","Estrone"
"DB00656","Trazodone","Trazodone"
"DB00657","Mecamylamine","Mecamylamine"
"DB00658","Sevelamer","Sevelamer"
"DB00659","Acamprosate","Acamprosate"
"DB00660","Metaxalone","Metaxalone"
"DB00661","Verapamil","Verapamil"
"DB00662","Trimethobenzamide","Trimethobenzamide"
"DB00663","Flumethasone Pivalate",""
"DB00664","Sulfametopyrazine",""
"DB00665","Nilutamide","Nilutamide"
"DB00666","Nafarelin","Nafarelin"
"DB00667","Histamine Phosphate",""
"DB00668","Epinephrine","Epinephrine"
"DB00669","Sumatriptan","Sumatriptan"
"DB00670","Pirenzepine","Pirenzepine"
"DB00671","Cefixime","Cefixime"
"DB00672","Chlorpropamide","Chlorpropamide"
"DB00673","Aprepitant","Aprepitant"
"DB00674","Galantamine","Galantamine"
"DB00675","Tamoxifen","Tamoxifen"
"DB00676","Benzyl Benzoate","Benzyl_Benzoate"
"DB00677","Isoflurophate","Isoflurophate"
"DB00678","Losartan","Losartan"
"DB00679","Thioridazine","Thioridazine"
"DB00680","Moricizine","Moricizine"
"DB00681","Amphotericin B","Amphotericin_B"
"DB00682","Warfarin","Warfarin"
"DB00683","Midazolam","Midazolam"
"DB00684","Tobramycin","Tobramycin"
"DB00685","Trovafloxacin","Trovafloxacin"
"DB00686","Pentosan Polysulfate",""
"DB00687","Fludrocortisone","Fludrocortisone"
"DB00688","Mycophenolate mofetil","Mycophenolate_mofetil"
"DB00689","Cephaloglycin","Cephaloglycin"
"DB00690","Flurazepam","Flurazepam"
"DB00691","Moexipril",""
"DB00692","Phentolamine","Phentolamine"
"DB00693","Fluorescein","Fluorescein"
"DB00694","Daunorubicin","Daunorubicin"
"DB00695","Furosemide","Furosemide"
"DB00696","Ergotamine","Ergotamine"
"DB00697","Tizanidine","Tizanidine"
"DB00698","Nitrofurantoin","Nitrofurantoin"
"DB00699","Nicergoline","Nicergoline"
"DB00700","Eplerenone","Eplerenone"
"DB00701","Amprenavir","Amprenavir"
"DB00702","Icodextrin","Icodextrin"
"DB00703","Methazolamide","Methazolamide"
"DB00704","Naltrexone","Naltrexone"
"DB00705","Delavirdine","Delavirdine"
"DB00706","Tamsulosin","Tamsulosin"
"DB00707","Porfimer","Porfimer"
"DB00708","Sufentanil","Sufentanil"
"DB00709","Lamivudine","Lamivudine"
"DB00710","Ibandronate","Ibandronate"
"DB00711","Diethylcarbamazine","Diethylcarbamazine"
"DB00712","Flurbiprofen","Flurbiprofen"
"DB00713","Oxacillin","Oxacillin"
"DB00714","Apomorphine","Apomorphine"
"DB00715","Paroxetine","Paroxetine"
"DB00716","Nedocromil","Nedocromil"
"DB00717","Norethindrone","Norethindrone"
"DB00718","Adefovir Dipivoxil","Adefovir"
"DB00719","Azatadine","Azatadine"
"DB00720","Clodronate","Clodronate"
"DB00721","Procaine","Procaine"
"DB00722","Lisinopril","Lisinopril"
"DB00723","Methoxamine","Methoxamine"
"DB00724","Imiquimod","Imiquimod"
"DB00725","Homatropine Methylbromide","Homatropine_Methylbromide"
"DB00726","Trimipramine","Trimipramine"
"DB00727","Nitroglycerin","Nitroglycerin"
"DB00728","Rocuronium","Rocuronium"
"DB00729","Diphemanil Methylsulfate",""
"DB00730","Thiabendazole","Thiabendazole"
"DB00731","Nateglinide","Nateglinide"
"DB00732","Atracurium","Atracurium"
"DB00733","Pralidoxime","Pralidoxime"
"DB00734","Risperidone","Risperidone"
"DB00735","Naftifine","Naftifine"
"DB00736","Esomeprazole","Esomeprazole"
"DB00737","Meclizine","Meclizine"
"DB00738","Pentamidine","Pentamidine"
"DB00739","Hetacillin","Hetacillin"
"DB00740","Riluzole","Riluzole"
"DB00741","Hydrocortisone","Hydrocortisone"
"DB00742","Mannitol","Mannitol"
"DB00743","Gadobenate Dimeglumine",""
"DB00744","Zileuton","Zileuton"
"DB00745","Modafinil","Modafinil"
"DB00746","Deferoxamine","Deferoxamine"
"DB00747","Scopolamine","Scopolamine"
"DB00748","Carbinoxamine","Carbinoxamine"
"DB00749","Etodolac","Etodolac"
"DB00750","Prilocaine","Prilocaine"
"DB00751","Epinastine","Epinastine"
"DB00752","Tranylcypromine","Tranylcypromine"
"DB00753","Isoflurane","Isoflurane"
"DB00754","Ethotoin","Ethotoin"
"DB00755","Tretinoin","Tretinoin"
"DB00756","Hexachlorophene","Hexachlorophene"
"DB00757","Dolasetron","Dolasetron"
"DB00758","Clopidogrel","Clopidogrel"
"DB00759","Tetracycline","Tetracycline"
"DB00760","Meropenem","Meropenem"
"DB00761","Potassium Chloride","Potassium_Chloride"
"DB00762","Irinotecan","Irinotecan"
"DB00763","Methimazole","Methimazole"
"DB00764","Mometasone","Mometasone"
"DB00765","Metyrosine",""
"DB00766","Clavulanate","Clavulanate"
"DB00767","Benzquinamide",""
"DB00768","Olopatadine","Olopatadine"
"DB00769","Hydrocortamate",""
"DB00770","Alprostadil","Alprostadil"
"DB00771","Clidinium","Clidinium"
"DB00772","Malathion","Malathion"
"DB00773","Etoposide","Etoposide"
"DB00774","Hydroflumethiazide",""
"DB00775","Tirofiban","Tirofiban"
"DB00776","Oxcarbazepine","Oxcarbazepine"
"DB00777","Propiomazine","Propiomazine"
"DB00778","Roxithromycin","Roxithromycin"
"DB00779","Nalidixic Acid",""
"DB00780","Phenelzine","Phenelzine"
"DB00781","Polymyxin B Sulfate","Polymyxin_B"
"DB00782","Propantheline","Propantheline"
"DB00783","Estradiol","Estradiol"
"DB00784","Mefenamic acid","Mefenamic_acid"
"DB00785","Cryptenamine",""
"DB00786","Marimastat","Marimastat"
"DB00787","Aciclovir","Aciclovir"
"DB00788","Naproxen","Naproxen"
"DB00789","Gadopentetate dimeglumine","Gadopentetate_dimeglumine"
"DB00790","Perindopril","Perindopril"
"DB00791","Uracil mustard","Uracil_mustard"
"DB00792","Tripelennamine","Tripelennamine"
"DB00793","Haloprogin","Haloprogin"
"DB00794","Primidone","Primidone"
"DB00795","Sulfasalazine","Sulfasalazine"
"DB00796","Candesartan","Candesartan"
"DB00797","Tolazoline","Tolazoline"
"DB00798","Gentamicin","Gentamicin"
"DB00799","Tazarotene","Tazarotene"
"DB00800","Fenoldopam","Fenoldopam"
"DB00801","Halazepam","Halazepam"
"DB00802","Alfentanil","Alfentanil"
"DB00803","Colistin","Colistin"
"DB00804","Dicyclomine","Dicyclomine"
"DB00805","Minaprine",""
"DB00806","Pentoxifylline","Pentoxifylline"
"DB00807","Proparacaine","Proparacaine"
"DB00808","Indapamide","Indapamide"
"DB00809","Tropicamide","Tropicamide"
"DB00810","Biperiden","Biperiden"
"DB00811","Ribavirin","Ribavirin"
"DB00812","Phenylbutazone","Phenylbutazone"
"DB00813","Fentanyl","Fentanyl"
"DB00814","Meloxicam","Meloxicam"
"DB00815","Sodium lauryl sulfate","Sodium_lauryl_sulfate"
"DB00816","Orciprenaline","Orciprenaline"
"DB00817","Rosoxacin",""
"DB00818","Propofol","Propofol"
"DB00819","Acetazolamide","Acetazolamide"
"DB00820","Tadalafil","Tadalafil"
"DB00821","Carprofen","Carprofen"
"DB00822","Disulfiram","Disulfiram"
"DB00823","Ethynodiol Diacetate","Ethynodiol_diacetate"
"DB00824","Enprofylline",""
"DB00825","Menthol","Menthol"
"DB00826","Natamycin","Natamycin"
"DB00827","Cinoxacin","Cinoxacin"
"DB00828","Fosfomycin","Fosfomycin"
"DB00829","Diazepam","Diazepam"
"DB00830","Phenmetrazine","Phenmetrazine"
"DB00831","Trifluoperazine","Trifluoperazine"
"DB00832","Phensuximide","Phensuximide"
"DB00833","Cefaclor","Cefaclor"
"DB00834","Mifepristone","Mifepristone"
"DB00835","Brompheniramine","Brompheniramine"
"DB00836","Loperamide","Loperamide"
"DB00837","Progabide","Progabide"
"DB00838","Clocortolone","Clocortolone"
"DB00839","Tolazamide","Tolazamide"
"DB00840","Hydroxypropyl cellulose","Hydroxypropyl_cellulose"
"DB00841","Dobutamine","Dobutamine"
"DB00842","Oxazepam","Oxazepam"
"DB00843","Donepezil","Donepezil"
"DB00844","Nalbuphine","Nalbuphine"
"DB00845","Clofazimine","Clofazimine"
"DB00846","Flurandrenolide","Fludroxycortide"
"DB00847","Cysteamine","Cysteamine"
"DB00848","Levamisole","Levamisole"
"DB00849","Methylphenobarbital","Mephobarbital"
"DB00850","Perphenazine","Perphenazine"
"DB00851","Dacarbazine","Dacarbazine"
"DB00852","Pseudoephedrine","Pseudoephedrine"
"DB00853","Temozolomide","Temozolomide"
"DB00854","Levorphanol","Levorphanol"
"DB00855","Aminolevulinic acid","Aminolevulinic_acid"
"DB00856","Chlorphenesin",""
"DB00857","Terbinafine","Terbinafine"
"DB00858","Dromostanolone",""
"DB00859","Penicillamine","Penicillamine"
"DB00860","Prednisolone","Prednisolone"
"DB00861","Diflunisal","Diflunisal"
"DB00862","Vardenafil","Vardenafil"
"DB00863","Ranitidine","Ranitidine"
"DB00864","Tacrolimus","Tacrolimus"
"DB00865","Benzphetamine","Benzphetamine"
"DB00866","Alprenolol",""
"DB00867","Ritodrine","Ritodrine"
"DB00868","Benzonatate","Benzonatate"
"DB00869","Dorzolamide","Dorzolamide"
"DB00870","Suprofen","Suprofen"
"DB00871","Terbutaline","Terbutaline"
"DB00872","Conivaptan","Conivaptan"
"DB00873","Loteprednol Etabonate","Loteprednol"
"DB00874","Guaifenesin","Guaifenesin"
"DB00875","Flupenthixol","Flupenthixol"
"DB00876","Eprosartan","Eprosartan"
"DB00877","Sirolimus","Sirolimus"
"DB00878","Chlorhexidine","Chlorhexidine"
"DB00879","Emtricitabine","Emtricitabine"
"DB00880","Chlorothiazide","Chlorothiazide"
"DB00881","Quinapril","Quinapril"
"DB00882","Clomifene","Clomifene"
"DB00883","Isosorbide Dinitrate",""
"DB00884","Risedronate","Risedronate"
"DB00885","Pemirolast",""
"DB00887","Bumetanide","Bumetanide"
"DB00888","Mechlorethamine","Mechlorethamine"
"DB00889","Granisetron","Granisetron"
"DB00890","Dienestrol","Dienestrol"
"DB00891","Sulfapyridine","Sulfapyridine"
"DB00892","Oxybuprocaine","Oxybuprocaine"
"DB00893","Iron Dextran",""
"DB00894","Testolactone",""
"DB00895","Benzylpenicilloyl Polylysine",""
"DB00896","Rimexolone","Rimexolone"
"DB00897","Triazolam","Triazolam"
"DB00898","Ethanol","Ethanol"
"DB00899","Remifentanil","Remifentanil"
"DB00900","Didanosine","Didanosine"
"DB00901","Bitolterol","Bitolterol"
"DB00902","Methdilazine","Methdilazine"
"DB00903","Ethacrynic acid","Ethacrynic_acid"
"DB00904","Ondansetron","Ondansetron"
"DB00905","Bimatoprost","Bimatoprost"
"DB00906","Tiagabine","Tiagabine"
"DB00907","Cocaine","Cocaine"
"DB00908","Quinidine","Quinidine"
"DB00909","Zonisamide","Zonisamide"
"DB00910","Paricalcitol",""
"DB00911","Tinidazole","Tinidazole"
"DB00912","Repaglinide","Repaglinide"
"DB00913","Anileridine","Anileridine"
"DB00914","Phenformin","Phenformin"
"DB00915","Amantadine","Amantadine"
"DB00916","Metronidazole","Metronidazole"
"DB00917","Dinoprostone","Dinoprostone"
"DB00918","Almotriptan","Almotriptan"
"DB00919","Spectinomycin","Spectinomycin"
"DB00920","Ketotifen","Ketotifen"
"DB00921","Buprenorphine","Buprenorphine"
"DB00922","Levosimendan","Levosimendan"
"DB00923","Ceforanide","Ceforanide"
"DB00924","Cyclobenzaprine","Cyclobenzaprine"
"DB00925","Phenoxybenzamine","Phenoxybenzamine"
"DB00926","Etretinate","Etretinate"
"DB00927","Famotidine","Famotidine"
"DB00928","Azacitidine","Azacitidine"
"DB00929","Misoprostol","Misoprostol"
"DB00930","Colesevelam","Colesevelam"
"DB00931","Methacycline","Methacycline"
"DB00932","Tipranavir","Tipranavir"
"DB00933","Mesoridazine","Mesoridazine"
"DB00934","Maprotiline","Maprotiline"
"DB00935","Oxymetazoline","Oxymetazoline"
"DB00936","Salicyclic acid","Salicyclic_acid"
"DB00937","Diethylpropion","Diethylpropion"
"DB00938","Salmeterol","Salmeterol"
"DB00939","Meclofenamic acid","Meclofenamic_acid"
"DB00940","Methantheline",""
"DB00941","Hexafluronium bromide","Hexafluronium_bromide"
"DB00942","Cycrimine",""
"DB00943","Zalcitabine","Zalcitabine"
"DB00944","Demecarium bromide","Demecarium_bromide"
"DB00945","Aspirin","Aspirin"
"DB00946","Phenprocoumon","Phenprocoumon"
"DB00947","Fulvestrant","Fulvestrant"
"DB00948","Mezlocillin","Mezlocillin"
"DB00949","Felbamate","Felbamate"
"DB00950","Fexofenadine","Fexofenadine"
"DB00951","Isoniazid","Isoniazid"
"DB00952","Naratriptan","Naratriptan"
"DB00953","Rizatriptan","Rizatriptan"
"DB00954","Dirithromycin","Dirithromycin"
"DB00955","Netilmicin","Netilmicin"
"DB00956","Hydrocodone","Hydrocodone"
"DB00957","Norgestimate","Norgestimate"
"DB00958","Carboplatin","Carboplatin"
"DB00959","Methylprednisolone","Methylprednisolone"
"DB00960","Pindolol","Pindolol"
"DB00961","Mepivacaine","Mepivacaine"
"DB00962","Zaleplon","Zaleplon"
"DB00963","Bromfenac",""
"DB00964","Apraclonidine","Apraclonidine"
"DB00965","Ethiodized oil","Ethiodized_oil"
"DB00966","Telmisartan","Telmisartan"
"DB00967","Desloratadine","Desloratadine"
"DB00968","Methyldopa","Methyldopa"
"DB00969","Alosetron","Alosetron"
"DB00970","Dactinomycin","Dactinomycin"
"DB00971","Selenium Sulfide","Selenium_sulfide"
"DB00972","Azelastine","Azelastine"
"DB00973","Ezetimibe","Ezetimibe"
"DB00974","Edetic Acid","EDTA"
"DB00975","Dipyridamole","Dipyridamole"
"DB00976","Telithromycin","Telithromycin"
"DB00977","Ethinyl Estradiol","Ethinylestradiol"
"DB00978","Lomefloxacin","Lomefloxacin"
"DB00979","Cyclopentolate","Cyclopentolate"
"DB00980","Ramelteon","Ramelteon"
"DB00981","Physostigmine","Physostigmine"
"DB00982","Isotretinoin","Isotretinoin"
"DB00983","Formoterol","Formoterol"
"DB00984","Nandrolone","Nandrolone"
"DB00985","Dimenhydrinate","Dimenhydrinate"
"DB00986","Glycopyrrolate","Glycopyrrolate"
"DB00987","Cytarabine","Cytarabine"
"DB00988","Dopamine","Dopamine"
"DB00989","Rivastigmine","Rivastigmine"
"DB00990","Exemestane","Exemestane"
"DB00991","Oxaprozin","Oxaprozin"
"DB00992","Methyl aminolevulinate","Methyl_aminolevulinate"
"DB00993","Azathioprine","Azathioprine"
"DB00994","Neomycin","Neomycin"
"DB00995","Auranofin","Auranofin"
"DB00996","Gabapentin","Gabapentin"
"DB00997","Doxorubicin","Doxorubicin"
"DB00998","Frovatriptan","Frovatriptan"
"DB00999","Hydrochlorothiazide","Hydrochlorothiazide"
"DB01000","Cyclacillin",""
"DB01001","Salbutamol","Salbutamol"
"DB01002","Levobupivacaine","Levobupivacaine"
"DB01003","Cromoglicate","Cromoglicate"
"DB01004","Ganciclovir","Ganciclovir"
"DB01005","Hydroxyurea","Hydroxyurea"
"DB01006","Letrozole","Letrozole"
"DB01007","Tioconazole","Tioconazole"
"DB01008","Busulfan","Busulfan"
"DB01009","Ketoprofen","Ketoprofen"
"DB01010","Edrophonium","Edrophonium"
"DB01011","Metyrapone","Metyrapone"
"DB01012","Cinacalcet","Cinacalcet"
"DB01013","Clobetasol","Clobetasol"
"DB01014","Balsalazide","Balsalazide"
"DB01015","Sulfamethoxazole","Sulfamethoxazole"
"DB01016","Glibenclamide","Glibenclamide"
"DB01017","Minocycline","Minocycline"
"DB01018","Guanfacine","Guanfacine"
"DB01019","Bethanechol","Bethanechol"
"DB01020","Isosorbide Mononitrate","Isosorbide_mononitrate"
"DB01021","Trichlormethiazide",""
"DB01022","Phytonadione","Phytonadione"
"DB01023","Felodipine","Felodipine"
"DB01024","Mycophenolic acid","Mycophenolic_acid"
"DB01025","Amlexanox",""
"DB01026","Ketoconazole","Ketoconazole"
"DB01028","Methoxyflurane","Methoxyflurane"
"DB01029","Irbesartan","Irbesartan"
"DB01030","Topotecan","Topotecan"
"DB01031","Ethinamate","Ethinamate"
"DB01032","Probenecid","Probenecid"
"DB01033","Mercaptopurine","Mercaptopurine"
"DB01034","Cerulenin","Cerulenin"
"DB01035","Procainamide","Procainamide"
"DB01036","Tolterodine","Tolterodine"
"DB01037","Selegiline","Selegiline"
"DB01038","Carphenazine",""
"DB01039","Fenofibrate","Fenofibrate"
"DB01040","Hydroxystilbamidine Isethionate",""
"DB01041","Thalidomide","Thalidomide"
"DB01042","Melphalan","Melphalan"
"DB01043","Memantine","Memantine"
"DB01044","Gatifloxacin","Gatifloxacin"
"DB01045","Rifampin","Rifampin"
"DB01046","Lubiprostone","Lubiprostone"
"DB01047","Fluocinonide","Fluocinonide"
"DB01048","Abacavir","Abacavir"
"DB01049","Ergoloid mesylate","Ergoloid"
"DB01050","Ibuprofen","Ibuprofen"
"DB01051","Novobiocin","Novobiocin"
"DB01053","Penicillin G",""
"DB01054","Nitrendipine","Nitrendipine"
"DB01055","Mimosine","Mimosine"
"DB01056","Tocainide","Tocainide"
"DB01057","Echothiophate Iodide","Echothiophate"
"DB01058","Praziquantel","Praziquantel"
"DB01059","Norfloxacin","Norfloxacin"
"DB01060","Amoxicillin","Amoxicillin"
"DB01061","Azlocillin","Azlocillin"
"DB01062","Oxybutynin","Oxybutynin"
"DB01063","Acetophenazine","Acetophenazine"
"DB01064","Isoproterenol","Isoproterenol"
"DB01065","Melatonin","Melatonin"
"DB01066","Cefditoren","Cefditoren"
"DB01067","Glipizide","Glipizide"
"DB01068","Clonazepam","Clonazepam"
"DB01069","Promethazine","Promethazine"
"DB01070","Dihydrotachysterol","Dihydrotachysterol"
"DB01071","Mequitazine","Mequitazine"
"DB01072","Atazanavir","Atazanavir"
"DB01073","Fludarabine","Fludarabine"
"DB01074","Perhexiline","Perhexiline"
"DB01075","Diphenhydramine","Diphenhydramine"
"DB01076","Atorvastatin","Atorvastatin"
"DB01077","Etidronic acid","Etidronic_acid"
"DB01078","Deslanoside","Deslanoside"
"DB01079","Tegaserod","Tegaserod"
"DB01080","Vigabatrin","Vigabatrin"
"DB01081","Diphenoxylate","Diphenoxylate"
"DB01082","Streptomycin","Streptomycin"
"DB01083","Orlistat","Orlistat"
"DB01084","Emedastine","Emedastine"
"DB01085","Pilocarpine","Pilocarpine"
"DB01086","Benzocaine","Benzocaine"
"DB01087","Primaquine","Primaquine"
"DB01088","Iloprost","Iloprost"
"DB01089","Deserpidine",""
"DB01090","Pentolinium",""
"DB01091","Butenafine","Butenafine"
"DB01092","Ouabain","Ouabain"
"DB01093","Dimethyl sulfoxide","Dimethyl_sulfoxide"
"DB01094","Hesperetin","Hesperetin"
"DB01095","Fluvastatin","Fluvastatin"
"DB01096","Oxamniquine","Oxamniquine"
"DB01097","Leflunomide","Leflunomide"
"DB01098","Rosuvastatin","Rosuvastatin"
"DB01099","Flucytosine","Flucytosine"
"DB01100","Pimozide","Pimozide"
"DB01101","Capecitabine","Capecitabine"
"DB01102","Arbutamine",""
"DB01103","Quinacrine","Quinacrine"
"DB01104","Sertraline","Sertraline"
"DB01105","Sibutramine","Sibutramine"
"DB01106","Levocabastine","Levocabastine"
"DB01107","Methyprylon","Methyprylon"
"DB01108","Trilostane","Trilostane"
"DB01109","Heparin","Heparin"
"DB01110","Miconazole","Miconazole"
"DB01111","Colistimethate",""
"DB01112","Cefuroxime","Cefuroxime"
"DB01113","Papaverine","Papaverine"
"DB01114","Chlorpheniramine","Chlorpheniramine"
"DB01115","Nifedipine","Nifedipine"
"DB01116","Trimethaphan","Trimethaphan"
"DB01117","Atovaquone","Atovaquone"
"DB01118","Amiodarone","Amiodarone"
"DB01119","Diazoxide","Diazoxide"
"DB01120","Gliclazide","Gliclazide"
"DB01121","Phenacemide","Phenacemide"
"DB01122","Ambenonium","Ambenonium"
"DB01123","Proflavine","Proflavine"
"DB01124","Tolbutamide","Tolbutamide"
"DB01125","Anisindione","Anisindione"
"DB01126","Dutasteride","Dutasteride"
"DB01127","Econazole","Econazole"
"DB01128","Bicalutamide","Bicalutamide"
"DB01129","Rabeprazole","Rabeprazole"
"DB01130","Prednicarbate","Prednicarbate"
"DB01131","Proguanil","Proguanil"
"DB01132","Pioglitazone","Pioglitazone"
"DB01133","Tiludronate","Tiludronate"
"DB01134","Desoxycorticosterone Pivalate",""
"DB01135","Doxacurium chloride","Doxacurium_chloride"
"DB01136","Carvedilol","Carvedilol"
"DB01137","Levofloxacin","Levofloxacin"
"DB01138","Sulfinpyrazone","Sulfinpyrazone"
"DB01139","Cephapirin",""
"DB01140","Cefadroxil","Cefadroxil"
"DB01141","Micafungin","Micafungin"
"DB01142","Doxepin","Doxepin"
"DB01143","Amifostine","Amifostine"
"DB01144","Dichlorphenamide","Dichlorphenamide"
"DB01145","Sulfoxone",""
"DB01146","Diphenylpyraline","Diphenylpyraline"
"DB01147","Cloxacillin","Cloxacillin"
"DB01148","Flavoxate","Flavoxate"
"DB01149","Nefazodone","Nefazodone"
"DB01150","Cefprozil","Cefprozil"
"DB01151","Desipramine","Desipramine"
"DB01152","Candicidin",""
"DB01153","Sertaconazole","Sertaconazole"
"DB01154","Thiamylal","Thiamylal"
"DB01155","Gemifloxacin","Gemifloxacin"
"DB01156","Bupropion","Bupropion"
"DB01157","Trimetrexate","Trimetrexate"
"DB01158","Bretylium","Bretylium"
"DB01159","Halothane","Halothane"
"DB01160","Dinoprost Tromethamine",""
"DB01161","Chloroprocaine","Chloroprocaine"
"DB01162","Terazosin","Terazosin"
"DB01163","Amdinocillin",""
"DB01164","Calcium Chloride","Calcium_Chloride"
"DB01165","Ofloxacin","Ofloxacin"
"DB01166","Cilostazol","Cilostazol"
"DB01167","Itraconazole","Itraconazole"
